date,fund,company,ticker,shares,value,stockPrice,weight,deltaShares,flowValue,deltaValue,deltaPrice,deltaPricePercent,deltaWeight,action
2021-10-01,ARKF,ADYEN NV,ADYEN,40867.0,114.32,2797.41,0.0354,-217.0,-0.61,-4.51,-94.91,-0.0328,-0.0407,Sell
2021-10-01,ARKF,AMAZON.COM INC,AMZN,8584.0,28.2,3285.04,0.0087,-42.0,-0.14,-0.28,-16.08,-0.0049,-0.0225,Sell
2021-10-01,ARKF,BILL.COM HOLDINGS INC,BILL,196466.0,52.45,266.95,0.0162,-1057.0,-0.28,1.17,7.34,0.0283,0.0189,Sell
2021-10-01,ARKF,COINBASE GLOBAL INC -CLASS A,COIN,795658.0,181.0,227.48,0.056,-4263.0,-0.97,0.79,2.2,0.0098,0.0,Sell
2021-10-01,ARKF,DISCOVERY LTD,DSY,6657958.0,60.52,9.09,0.0187,-35672.0,-0.32,1.52,0.28,0.0318,0.0219,Sell
2021-10-01,ARKF,DOCUSIGN INC,DOCU,293336.0,75.51,257.43,0.0234,-1575.0,-0.41,-0.25,0.54,0.0021,-0.0085,Sell
2021-10-01,ARKF,DRAFTKINGS INC - CL A,DKNG,1406978.0,67.76,48.16,0.021,-7539.0,-0.36,-0.59,-0.16,-0.0033,-0.0141,Sell
2021-10-01,ARKF,DREYFUS GOVT CASH MAN INS,,13818705.46,13.82,1.0,0.0043,170331.15,0.17,0.17,0.0,0.0,0.0238,Buy
2021-10-01,ARKF,ETSY INC,ETSY,233370.0,48.53,207.96,0.015,-1253.0,-0.26,0.36,2.66,0.013,0.0,Sell
2021-10-01,ARKF,FACEBOOK INC-CLASS A,FB,208953.0,70.92,339.39,0.0219,-1120.0,-0.38,-0.43,-0.22,-0.0006,-0.0135,Sell
2021-10-01,ARKF,FARFETCH LTD-CLASS A,FTCH,1097619.0,41.14,37.48,0.0127,-5880.0,-0.22,0.42,0.58,0.0157,0.0,Sell
2021-10-01,ARKF,INTERCONTINENTAL EXCHANGE IN,ICE,496764.0,57.04,114.82,0.0177,-2660.0,-0.31,-1.34,-2.08,-0.0178,-0.0275,Sell
2021-10-01,ARKF,INTUIT INC,INTU,121909.0,65.77,539.51,0.0204,-651.0,-0.35,-1.26,-7.42,-0.0136,-0.0192,Sell
2021-10-01,ARKF,JD.COM INC-ADR,JD,1135814.0,82.05,72.24,0.0254,-6083.0,-0.44,0.27,0.62,0.0087,0.0,Sell
2021-10-01,ARKF,JSC KASPI.KZ GDR-REG S,KSPI,203967.0,21.66,106.2,0.0067,-1092.0,-0.12,0.17,1.4,0.0134,0.0,Sell
2021-10-01,ARKF,LENDINGCLUB CORP,LC,2208348.0,62.36,28.24,0.0193,-11837.0,-0.33,2.97,1.49,0.0557,0.0432,Sell
2021-10-01,ARKF,MERCADOLIBRE INC,MELI,66116.0,111.04,1679.4,0.0344,-357.0,-0.6,0.49,16.41,0.0099,0.0,Sell
2021-10-01,ARKF,OPENDOOR TECHNOLOGIES INC,OPEN,5859980.0,120.31,20.53,0.0372,-31388.0,-0.64,2.71,0.57,0.0286,0.0164,Sell
2021-10-01,ARKF,PALANTIR TECHNOLOGIES INC-A,PLTR,1766338.0,42.46,24.04,0.0131,-9464.0,-0.23,-1.08,-0.48,-0.0196,-0.0296,Sell
2021-10-01,ARKF,PAYPAL HOLDINGS INC,PYPL,570021.0,148.33,260.21,0.0459,-3059.0,-0.8,-0.1,1.21,0.0047,-0.0043,Sell
2021-10-01,ARKF,PINDUODUO INC-ADR,PDD,654239.0,59.32,90.67,0.0184,-3507.0,-0.32,0.74,1.61,0.0181,0.011,Sell
2021-10-01,ARKF,PINTEREST INC- CLASS A,PINS,1596614.0,81.35,50.95,0.0252,-8554.0,-0.44,0.5,0.58,0.0115,0.004,Sell
2021-10-01,ARKF,ROBINHOOD MARKETS INC - A,HOOD,1405011.0,59.12,42.08,0.0183,-7525.0,-0.32,-1.8,-1.05,-0.0243,-0.0317,Sell
2021-10-01,ARKF,SEA LTD-ADR,SE,471558.0,150.3,318.73,0.0465,-2527.0,-0.81,2.49,6.95,0.0223,0.0109,Sell
2021-10-01,ARKF,SHOPIFY INC - CLASS A,SHOP,148466.0,201.29,1355.78,0.0623,-798.0,-1.08,0.3,9.23,0.0069,-0.0032,Sell
2021-10-01,ARKF,SILVERGATE CAPITAL CORP-CL A,SI,616919.0,71.25,115.5,0.0221,-3304.0,-0.38,-0.43,-0.07,-0.0006,-0.009,Sell
2021-10-01,ARKF,SNAP INC - A,SNAP,490496.0,36.23,73.87,0.0112,-2632.0,-0.19,0.85,2.11,0.0294,0.0182,Sell
2021-10-01,ARKF,SQUARE INC - A,SQ,1403807.0,336.69,239.84,0.1042,-7518.0,-1.8,3.56,3.8,0.0161,0.0058,Sell
2021-10-01,ARKF,STONECO LTD-A,STNE,1810400.0,62.86,34.72,0.0195,-9702.0,-0.34,-0.26,0.04,0.0012,-0.0051,Sell
2021-10-01,ARKF,TCS GROUP HOLDING-GDR REG S,TCS LI,740802.0,68.01,91.8,0.021,-3969.0,-0.36,2.61,4.0,0.0456,0.0345,Sell
2021-10-01,ARKF,TELADOC HEALTH INC,TDOC,663352.0,84.12,126.81,0.026,-3556.0,-0.45,0.14,0.89,0.0071,-0.0038,Sell
2021-10-01,ARKF,TENCENT HOLDINGS LTD-UNS ADR,TCEHY,727811.0,43.5,59.77,0.0135,-3899.0,-0.23,0.84,1.47,0.0252,0.015,Sell
2021-10-01,ARKF,TOAST INC-CLASS A,TOST,14681.0,0.73,49.95,0.0002,-84.0,-0.0,-0.0,0.17,0.0034,0.0,Sell
2021-10-01,ARKF,TWILIO INC - A,TWLO,351281.0,112.08,319.05,0.0347,-1883.0,-0.6,1.61,6.25,0.02,0.0117,Sell
2021-10-01,ARKF,UIPATH INC - CLASS A,PATH,1656431.0,87.14,52.61,0.027,-8876.0,-0.47,0.55,0.61,0.0117,0.0037,Sell
2021-10-01,ARKF,WORKDAY INC-CLASS A,WDAY,244025.0,60.98,249.89,0.0189,-1309.0,-0.33,-0.23,0.38,0.0015,-0.0053,Sell
2021-10-01,ARKF,Z HOLDINGS CORP,4689,11031176.0,71.14,6.45,0.022,-59500.0,-0.38,-2.16,-0.16,-0.0242,-0.0351,Sell
2021-10-01,ARKF,ZILLOW GROUP INC - C,Z,2036411.0,179.49,88.14,0.0556,-10906.0,-0.96,4.12,2.48,0.029,0.0202,Sell
